State,First Year,Last Year,Injury Intent,Race / Ethnicity,Gender,Total Deaths (#),"Age-adjusted Rate (per 100,000)"
Indiana,2019,2023,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Female,434,2.7
Indiana,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic Black,All Genders,1413,40.9
Indiana,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Male,1225,71.6
Indiana,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Female,188,10.8
Indiana,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic white,All Genders,688,2.8
Indiana,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic white,Male,495,3.9
Indiana,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic white,Female,193,1.5
Indiana,2019,2023,Firearm Homicide (including Legal Intervention),Latinx,All Genders,181,6.5
Indiana,2019,2023,Firearm Homicide (including Legal Intervention),Latinx,Male,147,10.2
Indiana,2019,2023,Firearm Homicide (including Legal Intervention),Latinx,Female,34,2.5
Indiana,2019,2023,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),All Genders,,
Indiana,2019,2023,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Male,,
Indiana,2019,2023,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Female,0,
Indiana,2019,2023,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),All Genders,25,2.6
Indiana,2019,2023,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Male,18,
Indiana,2019,2023,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Female,,
Indiana,2019,2023,Firearm Homicide (including Legal Intervention),More than one race,All Genders,33,5.4
Indiana,2019,2023,Firearm Homicide (including Legal Intervention),More than one race,Male,21,6.8
Indiana,2019,2023,Firearm Homicide (including Legal Intervention),More than one race,Female,12,
Indiana,2019,2023,Firearm Suicide,All Races/Ethnicities,All Genders,3323,9.4
Indiana,2019,2023,Firearm Suicide,All Races/Ethnicities,Male,2915,16.9
Indiana,2019,2023,Firearm Suicide,All Races/Ethnicities,Female,408,2.4
Indiana,2019,2023,Firearm Suicide,non-Hispanic Black,All Genders,236,7.1
Indiana,2019,2023,Firearm Suicide,non-Hispanic Black,Male,199,12.5
Indiana,2019,2023,Firearm Suicide,non-Hispanic Black,Female,37,2.2
Indiana,2019,2023,Firearm Suicide,non-Hispanic white,All Genders,2952,10.4
Indiana,2019,2023,Firearm Suicide,non-Hispanic white,Male,2599,18.7
Indiana,2019,2023,Firearm Suicide,non-Hispanic white,Female,353,2.6
Indiana,2019,2023,Firearm Suicide,Latinx,All Genders,88,3.4
Indiana,2019,2023,Firearm Suicide,Latinx,Male,78,5.8
Indiana,2019,2023,Firearm Suicide,Latinx,Female,10,
Indiana,2019,2023,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),All Genders,,
Indiana,2019,2023,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Male,,
Indiana,2019,2023,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Female,0,
Indiana,2019,2023,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),All Genders,27,2.5
Indiana,2019,2023,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Male,20,3.5
Indiana,2019,2023,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Female,,
Indiana,2019,2023,Firearm Suicide,More than one race,All Genders,16,
Indiana,2019,2023,Firearm Suicide,More than one race,Male,15,
Indiana,2019,2023,Firearm Suicide,More than one race,Female,,
Iowa,2019,2023,All Firearm Deaths,All Races/Ethnicities,All Genders,1717,10.7
Iowa,2019,2023,All Firearm Deaths,All Races/Ethnicities,Male,1520,18.9
Iowa,2019,2023,All Firearm Deaths,All Races/Ethnicities,Female,197,2.5
Iowa,2019,2023,All Firearm Deaths,non-Hispanic Black,All Genders,202,27.5
Iowa,2019,2023,All Firearm Deaths,non-Hispanic Black,Male,183,45.5
Iowa,2019,2023,All Firearm Deaths,non-Hispanic Black,Female,19,
Iowa,2019,2023,All Firearm Deaths,non-Hispanic white,All Genders,1409,10.0
Iowa,2019,2023,All Firearm Deaths,non-Hispanic white,Male,1248,17.9
Iowa,2019,2023,All Firearm Deaths,non-Hispanic white,Female,161,2.4
Iowa,2019,2023,All Firearm Deaths,Latinx,All Genders,57,5.0
Iowa,2019,2023,All Firearm Deaths,Latinx,Male,47,7.9
Iowa,2019,2023,All Firearm Deaths,Latinx,Female,10,
Iowa,2019,2023,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),All Genders,,
Iowa,2019,2023,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Male,,
Iowa,2019,2023,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Female,0,
Iowa,2019,2023,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),All Genders,21,4.8
Iowa,2019,2023,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Male,18,
Iowa,2019,2023,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Female,,
Iowa,2019,2023,All Firearm Deaths,More than one race,All Genders,17,
Iowa,2019,2023,All Firearm Deaths,More than one race,Male,13,
Iowa,2019,2023,All Firearm Deaths,More than one race,Female,,
Iowa,2019,2023,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,All Genders,342,2.3
Iowa,2019,2023,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Male,271,3.6
Iowa,2019,2023,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Female,71,1.0
Iowa,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic Black,All Genders,156,20.9
Iowa,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Male,143,34.7
Iowa,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Female,13,
Iowa,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic white,All Genders,143,1.2
Iowa,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic white,Male,98,1.6
Iowa,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic white,Female,45,0.7
Iowa,2019,2023,Firearm Homicide (including Legal Intervention),Latinx,All Genders,24,2.0
Iowa,2019,2023,Firearm Homicide (including Legal Intervention),Latinx,Male,16,
Iowa,2019,2023,Firearm Homicide (including Legal Intervention),Latinx,Female,,
Iowa,2019,2023,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),All Genders,,
Iowa,2019,2023,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Male,,
Iowa,2019,2023,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Female,0,
Iowa,2019,2023,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),All Genders,,
Iowa,2019,2023,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Male,,
Iowa,2019,2023,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Female,,
Iowa,2019,2023,Firearm Homicide (including Legal Intervention),More than one race,All Genders,,
Iowa,2019,2023,Firearm Homicide (including Legal Intervention),More than one race,Male,,
Iowa,2019,2023,Firearm Homicide (including Legal Intervention),More than one race,Female,,
Iowa,2019,2023,Firearm Suicide,All Races/Ethnicities,All Genders,1340,8.1
Iowa,2019,2023,Firearm Suicide,All Races/Ethnicities,Male,1218,14.8
Iowa,2019,2023,Firearm Suicide,All Races/Ethnicities,Female,122,1.5
Iowa,2019,2023,Firearm Suicide,non-Hispanic Black,All Genders,40,6.0
Iowa,2019,2023,Firearm Suicide,non-Hispanic Black,Male,36,9.9
Iowa,2019,2023,Firearm Suicide,non-Hispanic Black,Female,,
Iowa,2019,2023,Firearm Suicide,non-Hispanic white,All Genders,1240,8.6
Iowa,2019,2023,Firearm Suicide,non-Hispanic white,Male,1126,15.9
Iowa,2019,2023,Firearm Suicide,non-Hispanic white,Female,114,1.7
Iowa,2019,2023,Firearm Suicide,Latinx,All Genders,30,2.8
Iowa,2019,2023,Firearm Suicide,Latinx,Male,28,5.0
Iowa,2019,2023,Firearm Suicide,Latinx,Female,,
Iowa,2019,2023,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),All Genders,,
Iowa,2019,2023,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Male,,
Iowa,2019,2023,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Female,0,
Iowa,2019,2023,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),All Genders,15,
Iowa,2019,2023,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Male,14,
Iowa,2019,2023,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Female,,
Iowa,2019,2023,Firearm Suicide,More than one race,All Genders,,
Iowa,2019,2023,Firearm Suicide,More than one race,Male,,
Iowa,2019,2023,Firearm Suicide,More than one race,Female,,
Kansas,2019,2023,All Firearm Deaths,All Races/Ethnicities,All Genders,2367,16.2
Kansas,2019,2023,All Firearm Deaths,All Races/Ethnicities,Male,2050,27.9
Kansas,2019,2023,All Firearm Deaths,All Races/Ethnicities,Female,317,4.6
Kansas,2019,2023,All Firearm Deaths,non-Hispanic Black,All Genders,324,37.0
Kansas,2019,2023,All Firearm Deaths,non-Hispanic Black,Male,278,58.6
Kansas,2019,2023,All Firearm Deaths,non-Hispanic Black,Female,46,11.6
Kansas,2019,2023,All Firearm Deaths,non-Hispanic white,All Genders,1647,14.7
Kansas,2019,2023,All Firearm Deaths,non-Hispanic white,Male,1420,25.3
Kansas,2019,2023,All Firearm Deaths,non-Hispanic white,Female,227,4.3
Kansas,2019,2023,All Firearm Deaths,Latinx,All Genders,251,12.6
Kansas,2019,2023,All Firearm Deaths,Latinx,Male,223,21.4
Kansas,2019,2023,All Firearm Deaths,Latinx,Female,28,2.9
Kansas,2019,2023,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),All Genders,21,16.4
Kansas,2019,2023,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Male,19,
Kansas,2019,2023,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Female,,
Kansas,2019,2023,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),All Genders,26,5.0
Kansas,2019,2023,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Male,20,7.7
Kansas,2019,2023,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Female,,
Kansas,2019,2023,All Firearm Deaths,More than one race,All Genders,62,19.2
Kansas,2019,2023,All Firearm Deaths,More than one race,Male,57,37.8
Kansas,2019,2023,All Firearm Deaths,More than one race,Female,,
Kansas,2019,2023,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,All Genders,690,5.0
Kansas,2019,2023,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Male,569,8.0
Kansas,2019,2023,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Female,121,1.8
Kansas,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic Black,All Genders,245,28.0
Kansas,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Male,209,43.9
Kansas,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Female,36,9.2
Kansas,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic white,All Genders,252,2.4
Kansas,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic white,Male,189,3.6
Kansas,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic white,Female,63,1.2
Kansas,2019,2023,Firearm Homicide (including Legal Intervention),Latinx,All Genders,127,6.2
Kansas,2019,2023,Firearm Homicide (including Legal Intervention),Latinx,Male,115,10.8
Kansas,2019,2023,Firearm Homicide (including Legal Intervention),Latinx,Female,12,
Kansas,2019,2023,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),All Genders,,
Kansas,2019,2023,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Male,,
Kansas,2019,2023,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Female,,
Kansas,2019,2023,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),All Genders,,
Kansas,2019,2023,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Male,,
Kansas,2019,2023,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Female,,
Kansas,2019,2023,Firearm Homicide (including Legal Intervention),More than one race,All Genders,23,6.4
Kansas,2019,2023,Firearm Homicide (including Legal Intervention),More than one race,Male,20,12.2
Kansas,2019,2023,Firearm Homicide (including Legal Intervention),More than one race,Female,,
Kansas,2019,2023,Firearm Suicide,All Races/Ethnicities,All Genders,1619,10.9
Kansas,2019,2023,Firearm Suicide,All Races/Ethnicities,Male,1435,19.3
Kansas,2019,2023,Firearm Suicide,All Races/Ethnicities,Female,184,2.6
Kansas,2019,2023,Firearm Suicide,non-Hispanic Black,All Genders,72,8.2
Kansas,2019,2023,Firearm Suicide,non-Hispanic Black,Male,64,13.8
Kansas,2019,2023,Firearm Suicide,non-Hispanic Black,Female,,
Kansas,2019,2023,Firearm Suicide,non-Hispanic white,All Genders,1357,11.9
Kansas,2019,2023,Firearm Suicide,non-Hispanic white,Male,1201,21.1
Kansas,2019,2023,Firearm Suicide,non-Hispanic white,Female,156,2.9
Kansas,2019,2023,Firearm Suicide,Latinx,All Genders,114,5.9
Kansas,2019,2023,Firearm Suicide,Latinx,Male,100,9.9
Kansas,2019,2023,Firearm Suicide,Latinx,Female,14,
Kansas,2019,2023,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),All Genders,14,
Kansas,2019,2023,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Male,13,
Kansas,2019,2023,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Female,,
Kansas,2019,2023,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),All Genders,17,
Kansas,2019,2023,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Male,15,
Kansas,2019,2023,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Female,,
Kansas,2019,2023,Firearm Suicide,More than one race,All Genders,37,11.5
Kansas,2019,2023,Firearm Suicide,More than one race,Male,35,22.8
Kansas,2019,2023,Firearm Suicide,More than one race,Female,,
Kentucky,2019,2023,All Firearm Deaths,All Races/Ethnicities,All Genders,4212,18.7
Kentucky,2019,2023,All Firearm Deaths,All Races/Ethnicities,Male,3559,31.9
Kentucky,2019,2023,All Firearm Deaths,All Races/Ethnicities,Female,653,5.9
Kentucky,2019,2023,All Firearm Deaths,non-Hispanic Black,All Genders,940,48.3
Kentucky,2019,2023,All Firearm Deaths,non-Hispanic Black,Male,812,80.2
Kentucky,2019,2023,All Firearm Deaths,non-Hispanic Black,Female,128,13.9
Kentucky,2019,2023,All Firearm Deaths,non-Hispanic white,All Genders,3142,16.1
Kentucky,2019,2023,All Firearm Deaths,non-Hispanic white,Male,2641,27.6
Kentucky,2019,2023,All Firearm Deaths,non-Hispanic white,Female,501,5.2
Kentucky,2019,2023,All Firearm Deaths,Latinx,All Genders,83,9.1
Kentucky,2019,2023,All Firearm Deaths,Latinx,Male,69,14.1
Kentucky,2019,2023,All Firearm Deaths,Latinx,Female,14,
Kentucky,2019,2023,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),All Genders,,
Kentucky,2019,2023,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Male,,
Kentucky,2019,2023,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Female,,
Kentucky,2019,2023,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),All Genders,13,
Kentucky,2019,2023,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Male,10,
Kentucky,2019,2023,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Female,,
Kentucky,2019,2023,All Firearm Deaths,More than one race,All Genders,29,6.6
Kentucky,2019,2023,All Firearm Deaths,More than one race,Male,23,11.6
Kentucky,2019,2023,All Firearm Deaths,More than one race,Female,,
Kentucky,2019,2023,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,All Genders,1499,7.2
Kentucky,2019,2023,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Male,1206,11.4
Kentucky,2019,2023,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Female,293,2.8
Kentucky,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic Black,All Genders,770,39.6
Kentucky,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Male,664,65.4
Kentucky,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Female,106,11.6
Kentucky,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic white,All Genders,661,3.8
Kentucky,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic white,Male,489,5.6
Kentucky,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic white,Female,172,1.9
Kentucky,2019,2023,Firearm Homicide (including Legal Intervention),Latinx,All Genders,52,5.3
Kentucky,2019,2023,Firearm Homicide (including Legal Intervention),Latinx,Male,42,7.8
Kentucky,2019,2023,Firearm Homicide (including Legal Intervention),Latinx,Female,10,
Kentucky,2019,2023,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),All Genders,,
Kentucky,2019,2023,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Male,,
Kentucky,2019,2023,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Female,0,
Kentucky,2019,2023,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),All Genders,,
Kentucky,2019,2023,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Male,,
Kentucky,2019,2023,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Female,,
Kentucky,2019,2023,Firearm Homicide (including Legal Intervention),More than one race,All Genders,12,
Kentucky,2019,2023,Firearm Homicide (including Legal Intervention),More than one race,Male,,
Kentucky,2019,2023,Firearm Homicide (including Legal Intervention),More than one race,Female,,
Kentucky,2019,2023,Firearm Suicide,All Races/Ethnicities,All Genders,2566,10.9
Kentucky,2019,2023,Firearm Suicide,All Races/Ethnicities,Male,2228,19.4
Kentucky,2019,2023,Firearm Suicide,All Races/Ethnicities,Female,338,2.9
Kentucky,2019,2023,Firearm Suicide,non-Hispanic Black,All Genders,150,7.6
Kentucky,2019,2023,Firearm Suicide,non-Hispanic Black,Male,129,12.9
Kentucky,2019,2023,Firearm Suicide,non-Hispanic Black,Female,21,2.2
Kentucky,2019,2023,Firearm Suicide,non-Hispanic white,All Genders,2359,11.7
Kentucky,2019,2023,Firearm Suicide,non-Hispanic white,Male,2050,20.9
Kentucky,2019,2023,Firearm Suicide,non-Hispanic white,Female,309,3.1
Kentucky,2019,2023,Firearm Suicide,Latinx,All Genders,26,3.4
Kentucky,2019,2023,Firearm Suicide,Latinx,Male,23,5.7
Kentucky,2019,2023,Firearm Suicide,Latinx,Female,,
Kentucky,2019,2023,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),All Genders,,
Kentucky,2019,2023,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Male,,
Kentucky,2019,2023,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Female,,
Kentucky,2019,2023,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),All Genders,10,
Kentucky,2019,2023,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Male,,
Kentucky,2019,2023,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Female,,
Kentucky,2019,2023,Firearm Suicide,More than one race,All Genders,17,
Kentucky,2019,2023,Firearm Suicide,More than one race,Male,15,
Kentucky,2019,2023,Firearm Suicide,More than one race,Female,,
Louisiana,2019,2023,All Firearm Deaths,All Races/Ethnicities,All Genders,6037,26.7
Louisiana,2019,2023,All Firearm Deaths,All Races/Ethnicities,Male,5131,46.2
Louisiana,2019,2023,All Firearm Deaths,All Races/Ethnicities,Female,906,7.9
Louisiana,2019,2023,All Firearm Deaths,non-Hispanic Black,All Genders,3489,46.4
Louisiana,2019,2023,All Firearm Deaths,non-Hispanic Black,Male,3064,84.3
Louisiana,2019,2023,All Firearm Deaths,non-Hispanic Black,Female,425,11.1
Louisiana,2019,2023,All Firearm Deaths,non-Hispanic white,All Genders,2350,16.7
Louisiana,2019,2023,All Firearm Deaths,non-Hispanic white,Male,1901,27.3
Louisiana,2019,2023,All Firearm Deaths,non-Hispanic white,Female,449,6.5
Louisiana,2019,2023,All Firearm Deaths,Latinx,All Genders,131,10.5
Louisiana,2019,2023,All Firearm Deaths,Latinx,Male,114,17.2
Louisiana,2019,2023,All Firearm Deaths,Latinx,Female,17,
Louisiana,2019,2023,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),All Genders,16,
Louisiana,2019,2023,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Male,13,
Louisiana,2019,2023,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Female,,
Louisiana,2019,2023,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),All Genders,28,6.3
Louisiana,2019,2023,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Male,22,9.8
Louisiana,2019,2023,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Female,,
Louisiana,2019,2023,All Firearm Deaths,More than one race,All Genders,18,
Louisiana,2019,2023,All Firearm Deaths,More than one race,Male,13,
Louisiana,2019,2023,All Firearm Deaths,More than one race,Female,,
Louisiana,2019,2023,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,All Genders,3601,16.5
Louisiana,2019,2023,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Male,3091,28.4
Louisiana,2019,2023,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Female,510,4.7
Louisiana,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic Black,All Genders,3032,40.3
Louisiana,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Male,2666,73.3
Louisiana,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Female,366,9.5
Louisiana,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic white,All Genders,461,3.7
Louisiana,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic white,Male,332,5.3
Louisiana,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic white,Female,129,2.0
Louisiana,2019,2023,Firearm Homicide (including Legal Intervention),Latinx,All Genders,84,6.6
Louisiana,2019,2023,Firearm Homicide (including Legal Intervention),Latinx,Male,75,10.9
Louisiana,2019,2023,Firearm Homicide (including Legal Intervention),Latinx,Female,,
Louisiana,2019,2023,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),All Genders,,
Louisiana,2019,2023,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Male,,
Louisiana,2019,2023,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Female,0,
Louisiana,2019,2023,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),All Genders,11,
Louisiana,2019,2023,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Male,,
Louisiana,2019,2023,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Female,,
Louisiana,2019,2023,Firearm Homicide (including Legal Intervention),More than one race,All Genders,,
Louisiana,2019,2023,Firearm Homicide (including Legal Intervention),More than one race,Male,,
Louisiana,2019,2023,Firearm Homicide (including Legal Intervention),More than one race,Female,,
Louisiana,2019,2023,Firearm Suicide,All Races/Ethnicities,All Genders,2288,9.6
Louisiana,2019,2023,Firearm Suicide,All Races/Ethnicities,Male,1908,16.6
Louisiana,2019,2023,Firearm Suicide,All Races/Ethnicities,Female,380,3.1
Louisiana,2019,2023,Firearm Suicide,non-Hispanic Black,All Genders,385,5.1
Louisiana,2019,2023,Firearm Suicide,non-Hispanic Black,Male,334,9.3
Louisiana,2019,2023,Firearm Suicide,non-Hispanic Black,Female,51,1.3
Louisiana,2019,2023,Firearm Suicide,non-Hispanic white,All Genders,1818,12.4
Louisiana,2019,2023,Firearm Suicide,non-Hispanic white,Male,1504,21.1
Louisiana,2019,2023,Firearm Suicide,non-Hispanic white,Female,314,4.3
Louisiana,2019,2023,Firearm Suicide,Latinx,All Genders,45,3.7
Louisiana,2019,2023,Firearm Suicide,Latinx,Male,37,6.0
Louisiana,2019,2023,Firearm Suicide,Latinx,Female,,
Louisiana,2019,2023,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),All Genders,11,
Louisiana,2019,2023,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Male,,
Louisiana,2019,2023,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Female,,
Louisiana,2019,2023,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),All Genders,17,
Louisiana,2019,2023,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Male,14,
Louisiana,2019,2023,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Female,,
Louisiana,2019,2023,Firearm Suicide,More than one race,All Genders,,
Louisiana,2019,2023,Firearm Suicide,More than one race,Male,,
Louisiana,2019,2023,Firearm Suicide,More than one race,Female,,
Maine,2019,2023,All Firearm Deaths,All Races/Ethnicities,All Genders,873,12.1
Maine,2019,2023,All Firearm Deaths,All Races/Ethnicities,Male,762,21.4
Maine,2019,2023,All Firearm Deaths,All Races/Ethnicities,Female,111,3.2
Maine,2019,2023,All Firearm Deaths,non-Hispanic Black,All Genders,15,
Maine,2019,2023,All Firearm Deaths,non-Hispanic Black,Male,13,
Maine,2019,2023,All Firearm Deaths,non-Hispanic Black,Female,,
Maine,2019,2023,All Firearm Deaths,non-Hispanic white,All Genders,825,12.2
Maine,2019,2023,All Firearm Deaths,non-Hispanic white,Male,719,21.6
Maine,2019,2023,All Firearm Deaths,non-Hispanic white,Female,106,3.3
Maine,2019,2023,All Firearm Deaths,Latinx,All Genders,,
Maine,2019,2023,All Firearm Deaths,Latinx,Male,,
Maine,2019,2023,All Firearm Deaths,Latinx,Female,,
Maine,2019,2023,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),All Genders,,
Maine,2019,2023,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Male,,
Maine,2019,2023,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Female,0,
Maine,2019,2023,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),All Genders,,
Maine,2019,2023,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Male,,
Maine,2019,2023,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Female,,
Maine,2019,2023,All Firearm Deaths,More than one race,All Genders,,
Maine,2019,2023,All Firearm Deaths,More than one race,Male,,
Maine,2019,2023,All Firearm Deaths,More than one race,Female,0,
Maine,2019,2023,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,All Genders,113,1.9
Maine,2019,2023,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Male,82,2.8
Maine,2019,2023,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Female,31,0.9
Maine,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic Black,All Genders,,
Maine,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Male,,
Maine,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Female,,
Maine,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic white,All Genders,96,1.7
Maine,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic white,Male,67,2.5
